,Synset,Tipo,Info
387,00025290-r,lemma,em qualquer lugar
388,00025290-r,lemma,em qualquer parte
389,00025290-r,lemma,nenhures
390,00025290-r,lemma,para qualquer parte
391,00025464-r,lemma,em nenhum lugar
392,00025464-r,lemma,em nenhuma parte
393,00025464-r,lemma,em parte alguma
394,00025464-r,lemma,nem aqui
395,00025464-r,lemma,nem na China
396,00025470-a,lemma,azeda
397,00025470-a,lemma,ácido
398,00025559-r,lemma,algum lugar
399,00025728-a,lemma,alcalino
400,00025728-r,lemma,em toda a parte
401,00025728-r,lemma,em toda parte
402,00025728-r,lemma,em todo o lugar
403,00026137-r,lemma,de alguma forma
404,00026137-r,lemma,por algum meio
405,00026192-n,lemma,emoção
406,00026192-n,lemma,impressão
407,00026192-n,lemma,sentimento
408,00026385-v,lemma,descontrair
409,00026385-v,lemma,pegar leve
410,00026385-v,lemma,relaxar
411,00026515-a,lemma,anfotérico
412,00026571-r,lemma,além de
413,00026571-r,lemma,de qualquer forma
414,00026571-r,lemma,de qualquer jeito
415,00026571-r,lemma,de qualquer maneira
416,00026571-r,lemma,em todo o caso
417,00027167-n,lemma,localização
418,00027167-n,lemma,lugar
419,00027167-n,lemma,ponto
420,00027258-r,lemma,de qualquer modo
421,00027268-v,lemma,alongar
422,00027268-v,lemma,estender
423,00027268-v,lemma,esticar
424,00027384-r,lemma,adespeitode
425,00027384-r,lemma,ainda assim
426,00027384-r,lemma,apesar de
427,00027384-r,lemma,apesar disso
428,00027384-r,lemma,apesarde
429,00027384-r,lemma,contudo
430,00027384-r,lemma,de qualquer jeito
431,00027384-r,lemma,no entanto
432,00027384-r,lemma,não obstante
433,00027384-r,lemma,nãoobstante
434,00027384-r,lemma,por mais que
435,00027384-r,lemma,porém
436,00027384-r,lemma,se bobear
437,00027599-a,lemma,aceitado
438,00027599-a,lemma,aceito
439,00027599-a,lemma,reconhecido
440,00027795-r,lemma,ainda
441,00027807-n,lemma,forma
442,00027807-n,lemma,forma geométrica
443,00027807-n,lemma,formato
444,00027918-r,lemma,ainda
445,00027918-r,lemma,até agora
446,00027918-r,lemma,até então
447,00027918-r,lemma,até
448,00028181-a,lemma,declarável
449,00028270-n,lemma,espaço temporal
450,00028270-n,lemma,tempo
451,00028280-a,lemma,suposto
452,00028471-a,lemma,putativo
453,00028565-v,lemma,sorrir
454,00029025-v,lemma,sorrir
455,00029037-r,lemma,além de
456,00029037-r,lemma,fora
457,00029114-n,lemma,espaço fásico
458,00029214-v,lemma,sorrir
459,00029336-v,lemma,sorrir
460,00029343-a,lemma,cobiçoso
461,00029343-a,lemma,sequioso
462,00029367-r,lemma,ademais
463,00029367-r,lemma,aliás
464,00029367-r,lemma,além disso
465,00029367-r,lemma,demais
466,00029367-r,lemma,em continuação
467,00029367-r,lemma,mais adiante
468,00029367-r,lemma,mais
469,00029378-n,lemma,acontecimento
470,00029378-n,lemma,evento
471,00029378-n,lemma,fato
472,00029630-v,lemma,zurrar
473,00029639-r,lemma,mais longe
474,00029677-n,lemma,processos físicos
475,00029769-a,lemma,acumulativo
476,00029769-a,lemma,cumulativo
477,00029933-a,lemma,avaro
478,00029933-a,lemma,ganancioso
479,00029933-a,lemma,ávido
480,00029985-r,lemma,mais afastado
481,00030010-v,lemma,casquinar
482,00030358-n,lemma,ato
483,00030358-n,lemma,ação
484,00030358-n,lemma,feito
485,00030508-a,lemma,possessivo
486,00030798-a,lemma,predador
487,00030798-a,lemma,predatório
