,Synset,Tipo,Info
399,00019731-a,fra:lemma,opportun
400,00019757-r,fra:lemma,toujours
401,00019792-v,fra:lemma,agresser
402,00019792-v,fra:lemma,prendre
403,00019792-v,fra:lemma,attaque
404,00019792-v,fra:lemma,attaquer
405,00019874-a,fra:lemma,inaccessible
406,00020133-v,fra:lemma,réveiller
407,00020142-r,fra:lemma,consécutivement
408,00020142-r,fra:lemma,successivement
409,00020259-v,fra:lemma,veiller
410,00020280-r,fra:lemma,constamment
411,00020280-r,fra:lemma,continuellement
412,00020476-r,fra:lemma,toujours
413,00020671-v,fra:lemma,hypnotiser
414,00020759-r,fra:lemma,jamais
415,00020827-n,fra:lemma,matière
416,00020827-n,fra:lemma,substance
417,00020997-r,fra:lemma,jamais
418,00021065-v,fra:lemma,anesthésier
419,00021110-a,fra:lemma,affable
420,00021212-r,fra:lemma,de temps en temps
421,00021212-r,fra:lemma,occasionnellement
422,00021212-r,fra:lemma,quelquefois
423,00021212-r,fra:lemma,parfois
424,00021265-n,fra:lemma,nutriment
425,00021265-n,fra:lemma,nourriture
426,00021265-n,fra:lemma,aliment
427,00021766-a,fra:lemma,précis
428,00021766-a,fra:lemma,exact
429,00021766-a,fra:lemma,juste
430,00021826-v,fra:lemma,chloroforme
431,00021878-r,fra:lemma,des fois
432,00021878-r,fra:lemma,tantôt
433,00021878-r,fra:lemma,quelquefois
434,00021878-r,fra:lemma,parfois
435,00021939-n,fra:lemma,artefact
436,00021939-n,fra:lemma,artéfact
437,00021997-v,fra:lemma,geler
438,00021997-v,fra:lemma,congeler
439,00022131-r,fra:lemma,quand
440,00022131-r,fra:lemma,car
441,00022131-r,fra:lemma,lorsque
442,00022131-r,fra:lemma,puisque
443,00022131-r,fra:lemma,aussi
444,00022131-r,fra:lemma,comme
445,00022131-r,fra:lemma,également
446,00022131-r,fra:lemma,que
447,00022131-r,fra:lemma,tant
448,00022131-r,fra:lemma,pendant que
449,00022131-r,fra:lemma,même
450,00022219-a,fra:lemma,fidèle
451,00022219-a,fra:lemma,fermer
452,00022219-a,fra:lemma,précis
453,00022316-v,fra:lemma,apaiser
454,00022316-v,fra:lemma,calmer
455,00022401-r,fra:lemma,jadis
456,00022686-v,fra:lemma,stimuler
457,00022686-v,fra:lemma,irriter
458,00022829-r,fra:lemma,maint
459,00022829-r,fra:lemma,beaucoup
460,00022852-a,fra:lemma,chirurgical
461,00022903-n,fra:lemma,article
462,00022903-n,fra:lemma,objet
463,00022962-a,fra:lemma,droit
464,00023120-a,fra:lemma,vrai
465,00023263-r,fra:lemma,paradoxalement
466,00023271-n,fra:lemma,science
467,00023271-n,fra:lemma,connaissance
468,00023271-n,fra:lemma,savoir
469,00023574-r,fra:lemma,bourgeoisement
470,00023574-r,fra:lemma,conventionnellement
471,00023574-r,fra:lemma,classiquement
472,00023574-r,fra:lemma,arbitrairement
473,00023646-v,fra:lemma,s'évanouir
